playerID,name,throws,ERA,W,L,SV,AVG_against,G,GS,CG,IP,ER,H,SO,BB,HBP,WP,BK,GameG,GameIP,GameER,GameHits,GameSO,GameW,GameL,GameSV,GameBB,ER_should_have,Hits_should_have,SO_should_have,W_should_have,L_should_have,SV_should_have,BB_should_have,ER_deviation,Hits_deviation,SO_deviation,W_deviation,L_deviation,SV_deviation,BB_deviation
shawje01,Jeff Shaw,Right,2.12,3,8,48,0.22727272727272727,73,0,0,85,20,75,55,19,1,0,0,6,5.33,0,2,8,1,0,3,1,1.255511111111111,4.702941176470588,3.448823529411765,0.2465753424657534,0.6575342465753424,3.9452054794520546,1.1914117647058824,-1.255511111111111,-2.7029411764705884,4.551176470588235,0.7534246575342466,-0.6575342465753424,-0.9452054794520546,-0.1914117647058824
shueypa01,Paul Shuey,Right,3,5,4,2,0.2233502538071066,43,0,0,51,17,44,58,25,3,3,0,5,6.33,1,3,3,0,0,0,1,2.1100000000000003,5.461176470588236,7.198823529411764,0.5813953488372093,0.46511627906976744,0.23255813953488372,3.1029411764705883,-1.1100000000000003,-2.461176470588236,-4.198823529411764,-0.5813953488372093,-0.46511627906976744,-0.23255813953488372,-2.1029411764705883
sirotmi01,Mike Sirotka,Left,5.06,14,15,0,0.286968264686023,33,33,5,211.2,119,255,128,47,2,3,1,3,22,8,21,14,2,1,0,2,12.368888888888888,26.562500000000004,13.333333333333334,1.2727272727272727,1.3636363636363635,0,4.895833333333334,-4.368888888888888,-5.5625000000000036,0.6666666666666661,0.7272727272727273,-0.36363636363636354,0,-2.895833333333334
slocuhe01,Heathcliff Slocumb,Right,5.32,2,5,3,0.2631578947368421,57,0,0,67.2,40,72,51,44,1,10,0,1,1,0,1,0,0,0,0,0,0.5911111111111111,1.0714285714285714,0.7589285714285714,0.03508771929824561,0.08771929824561403,0.05263157894736842,0.6547619047619048,-0.5911111111111111,-0.0714285714285714,-0.7589285714285714,-0.03508771929824561,-0.08771929824561403,-0.05263157894736842,-0.6547619047619048
spradje01,Jerry Spradlin,Right,3.53,4,4,1,0.2054794520547945,69,0,0,81.2,32,63,76,20,2,6,1,8,14,1,14,12,0,0,0,0,5.491111111111111,10.862068965517242,13.103448275862068,0.463768115942029,0.463768115942029,0.11594202898550725,3.4482758620689657,-4.491111111111111,3.137931034482758,-1.1034482758620676,-0.463768115942029,-0.463768115942029,-0.11594202898550725,-3.4482758620689657
stottto01,Todd Stottlemyre,Right,3.74,14,13,0,0.24384685505925252,33,33,3,221.2,92,214,204,81,4,5,2,4,33.67,13,33,28,2,2,0,10,13.991755555555557,32.574050632911394,31.051898734177218,1.696969696969697,1.5757575757575757,0,12.329430379746835,-0.9917555555555566,0.42594936708860587,-3.051898734177218,0.303030303030303,0.4242424242424243,0,-2.329430379746835
swindgr01,Greg Swindell,Left,3.59,5,6,2,0.2539332045266354,81,0,0,90.1,36,92,63,31,3,3,0,8,9.33,6,8,12,1,0,1,7,3.7216333333333336,9.526748057713652,6.523751387347392,0.49382716049382713,0.5925925925925926,0.19753086419753085,3.2100998890122088,2.2783666666666664,-1.526748057713652,5.476248612652608,0.5061728395061729,-0.5925925925925926,0.8024691358024691,3.7899001109877912
tabakje01,Jeff Tabaka,Left,3.02,2,2,0,0.197228144989339,37,0,0,50.2,17,37,40,22,5,1,0,5,4.67,2,2,2,0,0,0,4,1.5670444444444445,3.4420318725099603,3.7211155378486054,0.2702702702702703,0.2702702702702703,0,2.046613545816733,0.43295555555555554,-1.4420318725099603,-1.7211155378486054,-0.2702702702702703,-0.2702702702702703,0,1.953386454183267
wakefti01,Tim Wakefield,Right,4.58,17,8,0,0.24563445867287545,36,33,2,216,110,211,146,79,14,6,1,3,17,13,28,19,1,1,0,2,8.651111111111112,16.60648148148148,11.49074074074074,1.4166666666666665,0.6666666666666666,0,6.217592592592593,4.348888888888888,11.393518518518519,7.5092592592592595,-0.4166666666666665,0.33333333333333337,0,-4.217592592592593
winstda01,Darrin Winston,Left,6.12,2,2,1,0.29245283018867924,27,0,0,25,17,31,11,6,2,1,0,2,1.33,0,0,2,0,0,0,0,0.9044,1.6492,0.5852,0.14814814814814814,0.14814814814814814,0.07407407407407407,0.3192,-0.9044,-1.6492,1.4148,-0.14814814814814814,-0.14814814814814814,-0.07407407407407407,-0.3192
wittbo01,Bobby Witt,Right,6.56,7,9,0,0.3008423586040914,31,18,0,116.2,85,150,58,53,2,3,2,2,11.67,10,16,9,0,2,0,4,8.506133333333333,15.064543889845094,5.824956970740104,0.45161290322580644,0.5806451612903226,0,5.322805507745267,1.4938666666666673,0.9354561101549059,3.1750430292598963,-0.45161290322580644,1.4193548387096775,0,-1.322805507745267
woodke02,Kerry Wood,Right,3.4,13,6,0,0.19005847953216376,26,26,1,166.2,63,117,233,85,11,6,3,2,11.33,11,14,7,0,1,0,11,4.280222222222222,7.975992779783394,15.8838146811071,1,0.46153846153846156,0,5.7945246690734065,6.719777777777778,6.024007220216606,-8.8838146811071,-1,0.5384615384615384,0,5.2054753309265935
yanes01,Esteban Yan,Right,3.86,5,4,1,0.2276707530647986,64,0,0,88.2,38,78,77,41,5,6,0,6,9.67,2,7,6,0,0,0,5,4.1473555555555555,8.55170068027211,8.442063492063491,0.46875,0.375,0.09375,4.4951247165532875,-2.1473555555555555,-1.5517006802721092,-2.4420634920634914,-0.46875,-0.375,-0.09375,0.5048752834467125
yoshima01,Masato Yoshii,Right,3.93,6,8,0,0.24426133019423193,29,29,1,171.2,75,166,117,53,6,5,1,1,15,13,16,8,0,2,0,3,6.550000000000001,14.544392523364488,10.251168224299066,0.20689655172413793,0.27586206896551724,0,4.643691588785048,6.449999999999999,1.455607476635512,-2.2511682242990663,-0.20689655172413793,1.7241379310344827,0,-1.6436915887850478
